subject,attribute,value
hu85E6EC,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu85E6EC,download_type,archive
hu85E6EC,archive_member_count,1
hu85E6EC,archive_content,name_is_genome_mumble_txt
hu85E6EC,member_name,genome_Rachel_Parnell_Full_20121212075313.txt
hu85E6EC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu85E6EC,member_type,text
hu85E6EC,text_file_subtype,23andMe
hu8602F1,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8602F1,download_type,text
hu8602F1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8602F1,member_type,text
hu8602F1,text_file_subtype,23andMe
hu861281,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu861281,download_type,text
hu861281,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu861281,member_type,text
hu861281,text_file_subtype,23andMe
hu868880,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu868880,download_type,archive
hu868880,archive_member_count,1
hu868880,archive_content,name_is_genome_mumble_txt
hu868880,member_name,genome_Robin_Diane_Goldstein_Full_20110124163617.txt
hu868880,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu868880,member_type,text
hu868880,text_file_subtype,23andMe
hu87223B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu87223B,download_type,archive
hu87223B,archive_member_count,90
hu87223B,archive_content,unsure_what_to_do_with_content
hu87223B,member_type_from_magic_number,empty
hu87223B,member_type,text
hu87223B,text_file_subtype,unknown
hu87943E,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu87943E,download_type,archive
hu87943E,archive_member_count,1
hu87943E,archive_content,name_is_genome_mumble_txt
hu87943E,member_name,genome_Gabriel_Szaszko_Full_20150405073317.txt
hu87943E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu87943E,member_type,text
hu87943E,text_file_subtype,23andMe
hu87A318,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu87A318,download_type,archive
hu87A318,archive_member_count,1
hu87A318,archive_content,name_is_genome_mumble_txt
hu87A318,member_name,genome_Mark_Bratanov_Full_20131108052303.txt
hu87A318,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu87A318,member_type,text
hu87A318,text_file_subtype,23andMe
hu87C6A9,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu87C6A9,download_type,archive
hu87C6A9,archive_member_count,1
hu87C6A9,archive_content,name_is_genome_mumble_txt
hu87C6A9,member_name,genome_Katharine_Leemhuis_Full_20110807174059.txt
hu87C6A9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu87C6A9,member_type,text
hu87C6A9,text_file_subtype,23andMe
hu88681B,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu88681B,download_type,text
hu88681B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu88681B,member_type,text
hu88681B,text_file_subtype,23andMe
hu88998A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu88998A,download_type,archive
hu88998A,archive_member_count,1
hu88998A,archive_content,name_is_genome_mumble_txt
hu88998A,member_name,genome_Frances_Woodward_Full_20150222145516.txt
hu88998A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu88998A,member_type,text
hu88998A,text_file_subtype,23andMe
hu88F5BD,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu88F5BD,download_type,archive
hu88F5BD,archive_member_count,1
hu88F5BD,archive_content,name_is_genome_mumble_txt
hu88F5BD,member_name,genome_Michael_Widing_Full_20160107111835.txt
hu88F5BD,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu88F5BD,member_type,text
hu88F5BD,text_file_subtype,23andMe
hu89910D,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu89910D,download_type,archive
hu89910D,archive_member_count,1
hu89910D,archive_content,name_is_genome_mumble_txt
hu89910D,member_name,genome_snps_Full_20110831223759.txt
hu89910D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu89910D,member_type,text
hu89910D,text_file_subtype,23andMe
hu8A5FBF,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8A5FBF,download_type,archive
hu8A5FBF,archive_member_count,1
hu8A5FBF,archive_content,name_is_genome_mumble_txt
hu8A5FBF,member_name,genome_Daniel_Chapiro_Full_20130311154915.txt
hu8A5FBF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8A5FBF,member_type,text
hu8A5FBF,text_file_subtype,23andMe
hu8A7E4B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8A7E4B,download_type,archive
hu8A7E4B,archive_member_count,1
hu8A7E4B,archive_content,name_is_genome_mumble_txt
hu8A7E4B,member_name,genome_Norma_Nixon_Full_20110727085712.txt
hu8A7E4B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8A7E4B,member_type,text
hu8A7E4B,text_file_subtype,23andMe
hu8B2316,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B2316,download_type,text
hu8B2316,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B2316,member_type,text
hu8B2316,text_file_subtype,23andMe
hu8B35DE,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8B35DE,download_type,archive
hu8B35DE,archive_member_count,1
hu8B35DE,archive_content,name_is_genome_mumble_txt
hu8B35DE,member_name,genome_Steven_Skodak_Full_20151020080546.txt
hu8B35DE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B35DE,member_type,text
hu8B35DE,text_file_subtype,23andMe
hu8B3865,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B3865,download_type,text
hu8B3865,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B3865,member_type,text
hu8B3865,text_file_subtype,23andMe
hu8B4E43,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8B4E43,download_type,archive
hu8B4E43,archive_member_count,1
hu8B4E43,archive_content,name_is_genome_mumble_txt
hu8B4E43,member_name,genome_Max_Gerald_Heffler_Full_20110525192238.txt
hu8B4E43,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B4E43,member_type,text
hu8B4E43,text_file_subtype,23andMe
hu8B593A,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B593A,download_type,text
hu8B593A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8B593A,member_type,text
hu8B593A,text_file_subtype,23andMe
hu8D1A62,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8D1A62,download_type,text
hu8D1A62,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8D1A62,member_type,text
hu8D1A62,text_file_subtype,23andMe
hu8D40D6,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8D40D6,download_type,archive
hu8D40D6,archive_member_count,1
hu8D40D6,archive_content,name_is_genome_mumble_txt
hu8D40D6,member_name,genome_Logan_Robinson_Full_20140903230050.txt
hu8D40D6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8D40D6,member_type,text
hu8D40D6,text_file_subtype,23andMe
hu8D6607,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8D6607,download_type,text
hu8D6607,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8D6607,member_type,text
hu8D6607,text_file_subtype,23andMe
hu8D99F6,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8D99F6,download_type,archive
hu8D99F6,archive_member_count,1
hu8D99F6,archive_content,name_is_genome_mumble_txt
hu8D99F6,member_name,genome_Brian_Beck_Full_20110919195233.txt
hu8D99F6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8D99F6,member_type,text
hu8D99F6,text_file_subtype,23andMe
hu8E82F1,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8E82F1,download_type,text
hu8E82F1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8E82F1,member_type,text
hu8E82F1,text_file_subtype,23andMe
hu8ECBE8,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8ECBE8,download_type,archive
hu8ECBE8,archive_member_count,1
hu8ECBE8,archive_content,name_is_genome_mumble_txt
hu8ECBE8,member_name,genome_Ramona_Bates_Full_20130313134111.txt
hu8ECBE8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8ECBE8,member_type,text
hu8ECBE8,text_file_subtype,23andMe
hu8F4C3B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8F4C3B,download_type,archive
hu8F4C3B,archive_member_count,1
hu8F4C3B,archive_content,name_is_genome_mumble_txt
hu8F4C3B,member_name,genome_Brett_Monson_Full_20150312143148.txt
hu8F4C3B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8F4C3B,member_type,text
hu8F4C3B,text_file_subtype,23andMe
hu8F82E3,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8F82E3,download_type,archive
hu8F82E3,archive_member_count,1
hu8F82E3,archive_content,name_is_genome_mumble_txt
hu8F82E3,member_name,genome_George_Smith_Full_20110310211531.txt
hu8F82E3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8F82E3,member_type,text
hu8F82E3,text_file_subtype,23andMe
hu8FE5F9,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu8FE5F9,download_type,archive
hu8FE5F9,archive_member_count,1
hu8FE5F9,archive_content,name_is_genome_mumble_txt
hu8FE5F9,member_name,genome_Jon_Cohen_Full_20120202132905.txt
hu8FE5F9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu8FE5F9,member_type,text
hu8FE5F9,text_file_subtype,23andMe
hu903DE8,actual_file_type_from_magic_number,"ISO-8859 text, with CR line terminators"
hu903DE8,download_type,other
hu903DE8,member_type_from_magic_number,"ISO-8859 text, with CR line terminators"
hu904B18,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu904B18,download_type,text
hu904B18,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu904B18,member_type,text
hu904B18,text_file_subtype,23andMe
hu90A953,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu90A953,download_type,archive
hu90A953,archive_member_count,1
hu90A953,archive_content,name_is_genome_mumble_txt
hu90A953,member_name,genome_Diana_Bond_Full_20160111215141.txt
hu90A953,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu90A953,member_type,text
hu90A953,text_file_subtype,23andMe
hu90B053,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu90B053,download_type,text
hu90B053,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu90B053,member_type,text
hu90B053,text_file_subtype,23andMe
hu911FDC,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu911FDC,download_type,archive
hu911FDC,archive_member_count,1
hu911FDC,archive_content,name_is_genome_mumble_txt
hu911FDC,member_name,genome_Stephen_Duff_Full_20131101123509.txt
hu911FDC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu911FDC,member_type,text
hu911FDC,text_file_subtype,23andMe
hu9122D5,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9122D5,download_type,text
hu9122D5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9122D5,member_type,text
hu9122D5,text_file_subtype,23andMe
hu918363,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu918363,download_type,text
hu918363,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu918363,member_type,text
hu918363,text_file_subtype,23andMe
hu919BBA,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu919BBA,download_type,text
hu919BBA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu919BBA,member_type,text
hu919BBA,text_file_subtype,23andMe
hu91BD69,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu91BD69,download_type,archive
hu91BD69,archive_member_count,1
hu91BD69,archive_content,other_name
hu91BD69,member_name,23andme.txt
hu91BD69,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu91BD69,member_type,text
hu91BD69,text_file_subtype,23andMe
hu91FB6B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu91FB6B,download_type,archive
hu91FB6B,archive_member_count,1
hu91FB6B,archive_content,name_is_genome_mumble_txt
hu91FB6B,member_name,genome_Carol_Munroe_Full_20130808050939.txt
hu91FB6B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu91FB6B,member_type,text
hu91FB6B,text_file_subtype,23andMe
hu925B56,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu925B56,download_type,archive
hu925B56,archive_member_count,1
hu925B56,archive_content,name_is_genome_mumble_txt
hu925B56,member_name,genome_Rhonda_Lea_Kirk_Fries_Full_20130615135152.txt
hu925B56,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu925B56,member_type,text
hu925B56,text_file_subtype,23andMe
hu92C1B0,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu92C1B0,download_type,text
hu92C1B0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu92C1B0,member_type,text
hu92C1B0,text_file_subtype,23andMe
hu92F252,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu92F252,download_type,text
hu92F252,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu92F252,member_type,text
hu92F252,text_file_subtype,23andMe
hu92F8E1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu92F8E1,download_type,archive
hu92F8E1,archive_member_count,1
hu92F8E1,archive_content,name_is_genome_mumble_txt
hu92F8E1,member_name,genome_Patrick_Love_Full_20160316222912.txt
hu92F8E1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu92F8E1,member_type,text
hu92F8E1,text_file_subtype,23andMe
hu939B7C,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu939B7C,download_type,text
hu939B7C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu939B7C,member_type,text
hu939B7C,text_file_subtype,23andMe
hu94E6EC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu94E6EC,download_type,text
hu94E6EC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu94E6EC,member_type,text
hu94E6EC,text_file_subtype,23andMe
hu9536EE,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9536EE,download_type,text
hu9536EE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9536EE,member_type,text
hu9536EE,text_file_subtype,23andMe
hu96713F,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu96713F,download_type,text
hu96713F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu96713F,member_type,text
hu96713F,text_file_subtype,23andMe
hu9689C4,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9689C4,download_type,archive
hu9689C4,archive_member_count,1
hu9689C4,archive_content,name_is_genome_mumble_txt
hu9689C4,member_name,genome_Ryan_Norbauer_Full_20110124134922.txt
hu9689C4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9689C4,member_type,text
hu9689C4,text_file_subtype,23andMe
hu974CFF,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu974CFF,download_type,text
hu974CFF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu974CFF,member_type,text
hu974CFF,text_file_subtype,23andMe
hu979849,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu979849,download_type,archive
hu979849,archive_member_count,9
hu979849,archive_content,unsure_what_to_do_with_content
hu979849,member_type_from_magic_number,empty
hu979849,member_type,text
hu979849,text_file_subtype,unknown
hu97DB4A,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu97DB4A,download_type,text
hu97DB4A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu97DB4A,member_type,text
hu97DB4A,text_file_subtype,23andMe
hu97F45F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu97F45F,download_type,archive
hu97F45F,archive_member_count,1
hu97F45F,archive_content,name_is_genome_mumble_txt
hu97F45F,member_name,genome_kristopher_smith_Full_20130831210731.txt
hu97F45F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu97F45F,member_type,text
hu97F45F,text_file_subtype,23andMe
hu983A64,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu983A64,download_type,text
hu983A64,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu983A64,member_type,text
hu983A64,text_file_subtype,23andMe
hu9877A5,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9877A5,download_type,text
hu9877A5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9877A5,member_type,text
hu9877A5,text_file_subtype,23andMe
hu989B69,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu989B69,download_type,archive
hu989B69,archive_member_count,1
hu989B69,archive_content,name_is_genome_mumble_txt
hu989B69,member_name,genome_Katherine_Limb_Full_20110726154259.txt
hu989B69,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu989B69,member_type,text
hu989B69,text_file_subtype,23andMe
hu990DEB,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu990DEB,download_type,archive
hu990DEB,archive_member_count,1
hu990DEB,archive_content,name_is_genome_mumble_txt
hu990DEB,member_name,genome_Laura_Peddle_Full_20151029052906.txt
hu990DEB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu990DEB,member_type,text
hu990DEB,text_file_subtype,23andMe
hu993257,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu993257,download_type,archive
hu993257,archive_member_count,1
hu993257,archive_content,name_is_genome_mumble_txt
hu993257,member_name,genome_Full_20110217200754.txt
hu993257,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu993257,member_type,text
hu993257,text_file_subtype,23andMe
hu998A3D,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu998A3D,download_type,archive
hu998A3D,archive_member_count,1
hu998A3D,archive_content,name_is_genome_mumble_txt
hu998A3D,member_name,genome_Patricia_Mahlon_Full_20130522081251.txt
hu998A3D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu998A3D,member_type,text
hu998A3D,text_file_subtype,23andMe
hu99EC4F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu99EC4F,download_type,archive
hu99EC4F,archive_member_count,1
hu99EC4F,archive_content,name_is_genome_mumble_txt
hu99EC4F,member_name,genome_Nathan_Thomas_Full_20140509235642.txt
hu99EC4F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu99EC4F,member_type,text
hu99EC4F,text_file_subtype,23andMe
hu9A0F06,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9A0F06,download_type,archive
hu9A0F06,archive_member_count,1
hu9A0F06,archive_content,name_is_genome_mumble_txt
hu9A0F06,member_name,genome_Paul_Sieber_jr_Full_20120721104301.txt
hu9A0F06,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9A0F06,member_type,text
hu9A0F06,text_file_subtype,23andMe
hu9B93D0,actual_file_type_from_magic_number,"gzip compressed data, was ""hu9B93D0_20120313_23andMe.txt"", last modified: Tue Mar 13 21:09:40 2012, from Unix"
hu9B93D0,download_type,archive
hu9B93D0,archive_member_count,1
hu9B93D0,archive_content,gzipped data
hu9B93D0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9B93D0,member_type,text
hu9B93D0,text_file_subtype,23andMe
hu9C1E1A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9C1E1A,download_type,archive
hu9C1E1A,archive_member_count,1
hu9C1E1A,archive_content,name_is_genome_mumble_txt
hu9C1E1A,member_name,genome_Brian_Dennis_Full_20160426001241.txt
hu9C1E1A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9C1E1A,member_type,text
hu9C1E1A,text_file_subtype,23andMe
hu9C27F6,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9C27F6,download_type,text
hu9C27F6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9C27F6,member_type,text
hu9C27F6,text_file_subtype,23andMe
hu9C9470,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9C9470,download_type,text
hu9C9470,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9C9470,member_type,text
hu9C9470,text_file_subtype,23andMe
hu9D1BE2,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9D1BE2,download_type,text
hu9D1BE2,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9D1BE2,member_type,text
hu9D1BE2,text_file_subtype,23andMe
hu9D78A5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9D78A5,download_type,archive
hu9D78A5,archive_member_count,1
hu9D78A5,archive_content,name_is_genome_mumble_txt
hu9D78A5,member_name,genome_Max_Alginin_Full_20110607213515.txt
hu9D78A5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9D78A5,member_type,text
hu9D78A5,text_file_subtype,23andMe
hu9D7C95,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9D7C95,download_type,text
hu9D7C95,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9D7C95,member_type,text
hu9D7C95,text_file_subtype,23andMe
hu9E6329,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9E6329,download_type,text
hu9E6329,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9E6329,member_type,text
hu9E6329,text_file_subtype,23andMe
hu9EB4F8,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9EB4F8,download_type,archive
hu9EB4F8,archive_member_count,1
hu9EB4F8,archive_content,name_is_genome_mumble_txt
hu9EB4F8,member_name,genome_Claudia_Pereira_Full_20141226152559.txt
hu9EB4F8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9EB4F8,member_type,text
hu9EB4F8,text_file_subtype,23andMe
hu9EDB77,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9EDB77,download_type,archive
hu9EDB77,archive_member_count,1
hu9EDB77,archive_content,name_is_genome_mumble_txt
hu9EDB77,member_name,genome_Joshua_Berk_v3_Full_20160506230738.txt
hu9EDB77,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9EDB77,member_type,text
hu9EDB77,text_file_subtype,23andMe
hu9FEC32,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu9FEC32,download_type,archive
hu9FEC32,archive_member_count,3
hu9FEC32,archive_content,name_is_genome_mumble_txt
hu9FEC32,member_name,genome_mydata_Full_20130801202914.txt
hu9FEC32,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu9FEC32,member_type,text
hu9FEC32,text_file_subtype,23andMe
huA07DA9,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA07DA9,download_type,text
huA07DA9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA07DA9,member_type,text
huA07DA9,text_file_subtype,23andMe
huA09927,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA09927,download_type,archive
huA09927,archive_member_count,3
huA09927,archive_content,name_is_genome_mumble_txt
huA09927,member_name,genome_Full_20140813135651.txt
huA09927,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA09927,member_type,text
huA09927,text_file_subtype,23andMe
huA110DA,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA110DA,download_type,archive
huA110DA,archive_member_count,1
huA110DA,archive_content,name_is_genome_mumble_txt
huA110DA,member_name,genome_Cheri_Smith_Full_20140502235633.txt
huA110DA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA110DA,member_type,text
huA110DA,text_file_subtype,23andMe
huA27736,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA27736,download_type,text
huA27736,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA27736,member_type,text
huA27736,text_file_subtype,23andMe
huA2CA68,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA2CA68,download_type,text
huA2CA68,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA2CA68,member_type,text
huA2CA68,text_file_subtype,23andMe
huA33758,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA33758,download_type,archive
huA33758,archive_member_count,1
huA33758,archive_content,name_is_genome_mumble_txt
huA33758,member_name,genome_Gregory_Webber_Full_20130926181840.txt
huA33758,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA33758,member_type,text
huA33758,text_file_subtype,23andMe
huA35014,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA35014,download_type,archive
huA35014,archive_member_count,1
huA35014,archive_content,name_is_genome_mumble_txt
huA35014,member_name,genome_John_Major_Full_20110726154015.txt
huA35014,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA35014,member_type,text
huA35014,text_file_subtype,23andMe
huA35FE6,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA35FE6,download_type,archive
huA35FE6,archive_member_count,1
huA35FE6,archive_content,name_is_genome_mumble_txt
huA35FE6,member_name,genome_Joshua_Johnson_Full_20141013153834.txt
huA35FE6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA35FE6,member_type,text
huA35FE6,text_file_subtype,23andMe
huA38896,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA38896,download_type,text
huA38896,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA38896,member_type,text
huA38896,text_file_subtype,23andMe
huA3A815,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA3A815,download_type,archive
huA3A815,archive_member_count,1
huA3A815,archive_content,name_is_genome_mumble_txt
huA3A815,member_name,genome_Jung_Choi_Full_20120719075804.txt
huA3A815,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA3A815,member_type,text
huA3A815,text_file_subtype,23andMe
huA44E91,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA44E91,download_type,text
huA44E91,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA44E91,member_type,text
huA44E91,text_file_subtype,23andMe
huA45764,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA45764,download_type,text
huA45764,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA45764,member_type,text
huA45764,text_file_subtype,23andMe
huA4F281,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA4F281,download_type,text
huA4F281,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA4F281,member_type,text
huA4F281,text_file_subtype,23andMe
huA526BD,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA526BD,download_type,text
huA526BD,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA526BD,member_type,text
huA526BD,text_file_subtype,23andMe
huA55602,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA55602,download_type,text
huA55602,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA55602,member_type,text
huA55602,text_file_subtype,23andMe
huA5A1D1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA5A1D1,download_type,archive
huA5A1D1,archive_member_count,3
huA5A1D1,archive_content,name_is_genome_mumble_txt
huA5A1D1,member_name,genome_Full_20150922002255.txt
huA5A1D1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA5A1D1,member_type,text
